YearMonth,Region,BookingLocation,Team,Product,KRI_ID,KRI_Value
2025-01,APAC,Singapore,Compliance & Controls,Structured Products,KRI_01,0.0
2025-01,APAC,Singapore,Front Office,Advisory,KRI_01,0.05269814502529511
2025-01,APAC,Singapore,Front Office,Discretionary,KRI_01,0.09446884889707619
2025-01,APAC,Singapore,Front Office,Execution-only,KRI_01,0.0
2025-01,APAC,Singapore,Front Office,Lombard Lending,KRI_01,0.0
2025-01,APAC,Singapore,Front Office,Structured Products,KRI_01,0.13273161667109107
2025-01,APAC,Singapore,Operations,Advisory,KRI_01,0.26360880453407143
2025-01,APAC,Singapore,Operations,Discretionary,KRI_01,0.35656979853806386
2025-01,APAC,Singapore,Operations,Execution-only,KRI_01,0.13990579676351259
2025-01,APAC,Singapore,Operations,Lombard Lending,KRI_01,0.21990104452996154
2025-01,APAC,Singapore,Operations,Structured Products,KRI_01,0.0
2025-01,Americas,New York,Client Onboarding,Advisory,KRI_01,0.16906170752324598
2025-01,Americas,New York,Client Onboarding,Discretionary,KRI_01,0.0
2025-01,Americas,New York,Client Onboarding,Execution-only,KRI_01,0.0
2025-01,Americas,New York,Client Onboarding,Lombard Lending,KRI_01,0.2732987154960371
2025-01,Americas,New York,Client Onboarding,Structured Products,KRI_01,0.0
2025-01,Americas,New York,Compliance & Controls,Advisory,KRI_01,0.0
2025-01,Americas,New York,Compliance & Controls,Discretionary,KRI_01,0.0
2025-01,Americas,New York,Compliance & Controls,Execution-only,KRI_01,0.396275014860313
2025-01,Americas,New York,Compliance & Controls,Lombard Lending,KRI_01,0.0
2025-01,Americas,New York,Compliance & Controls,Structured Products,KRI_01,0.0
2025-01,Americas,New York,Front Office,Advisory,KRI_01,0.04286694101508916
2025-01,Americas,New York,Front Office,Discretionary,KRI_01,0.03857727027235553
2025-01,Americas,New York,Front Office,Execution-only,KRI_01,0.03059507419305492
2025-01,Americas,New York,Front Office,Lombard Lending,KRI_01,0.07047713017125942
2025-01,Americas,New York,Front Office,Structured Products,KRI_01,0.0
2025-01,Americas,New York,Operations,Advisory,KRI_01,0.10628122010840685
2025-01,Americas,New York,Operations,Discretionary,KRI_01,0.1448715472281244
2025-01,Americas,New York,Operations,Execution-only,KRI_01,0.45968205324650446
2025-01,Americas,New York,Operations,Lombard Lending,KRI_01,0.26492405510420347
2025-01,Americas,New York,Operations,Structured Products,KRI_01,0.0
2025-01,EMEA,Geneva,Client Onboarding,Advisory,KRI_01,0.0
2025-01,EMEA,Geneva,Client Onboarding,Discretionary,KRI_01,0.0
2025-01,EMEA,Geneva,Client Onboarding,Execution-only,KRI_01,0.0
2025-01,EMEA,Geneva,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-01,EMEA,Geneva,Client Onboarding,Structured Products,KRI_01,0.0
2025-01,EMEA,Geneva,Compliance & Controls,Advisory,KRI_01,0.0
2025-01,EMEA,Geneva,Compliance & Controls,Discretionary,KRI_01,0.2971768202080238
2025-01,EMEA,Geneva,Compliance & Controls,Execution-only,KRI_01,0.22983222247759136
2025-01,EMEA,Geneva,Compliance & Controls,Lombard Lending,KRI_01,0.0
2025-01,EMEA,Geneva,Compliance & Controls,Structured Products,KRI_01,0.0
2025-01,EMEA,Geneva,Front Office,Advisory,KRI_01,0.049125564943996856
2025-01,EMEA,Geneva,Front Office,Discretionary,KRI_01,0.08823399655887414
2025-01,EMEA,Geneva,Front Office,Execution-only,KRI_01,0.06958942240779402
2025-01,EMEA,Geneva,Front Office,Lombard Lending,KRI_01,0.0
2025-01,EMEA,Geneva,Front Office,Structured Products,KRI_01,0.0
2025-01,EMEA,Geneva,Operations,Advisory,KRI_01,0.24140012070006034
2025-01,EMEA,Geneva,Operations,Discretionary,KRI_01,0.2181976871045167
2025-01,EMEA,Geneva,Operations,Execution-only,KRI_01,0.21760891326108717
2025-01,EMEA,Geneva,Operations,Lombard Lending,KRI_01,0.0
2025-01,EMEA,Geneva,Operations,Structured Products,KRI_01,0.1537042729787888
2025-01,EMEA,London,Client Onboarding,Advisory,KRI_01,0.1498351813005694
2025-01,EMEA,London,Client Onboarding,Discretionary,KRI_01,0.27693159789531985
2025-01,EMEA,London,Client Onboarding,Execution-only,KRI_01,0.10726161106939826
2025-01,EMEA,London,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-01,EMEA,London,Client Onboarding,Structured Products,KRI_01,0.36913990402362495
2025-01,EMEA,London,Compliance & Controls,Advisory,KRI_01,0.2477700693756194
2025-01,EMEA,London,Compliance & Controls,Discretionary,KRI_01,0.0
2025-01,EMEA,London,Compliance & Controls,Execution-only,KRI_01,0.360100828231905
2025-01,EMEA,London,Compliance & Controls,Lombard Lending,KRI_01,0.8200082000820008
2025-01,EMEA,London,Compliance & Controls,Structured Products,KRI_01,0.0
2025-01,EMEA,London,Front Office,Advisory,KRI_01,0.037713078895761046
2025-01,EMEA,London,Front Office,Discretionary,KRI_01,0.03420206580477461
2025-01,EMEA,London,Front Office,Execution-only,KRI_01,0.054040908968088844
2025-01,EMEA,London,Front Office,Lombard Lending,KRI_01,0.06286145335680161
2025-01,EMEA,London,Front Office,Structured Products,KRI_01,0.0
2025-01,EMEA,London,Operations,Advisory,KRI_01,0.235882436193801
2025-01,EMEA,London,Operations,Discretionary,KRI_01,0.2585538222873395
2025-01,EMEA,London,Operations,Execution-only,KRI_01,0.30473352745987675
2025-01,EMEA,London,Operations,Lombard Lending,KRI_01,0.23317270324887301
2025-01,EMEA,London,Operations,Structured Products,KRI_01,0.11845534233593935
2025-01,EMEA,Zurich,Client Onboarding,Advisory,KRI_01,0.0
2025-01,EMEA,Zurich,Client Onboarding,Discretionary,KRI_01,0.22067747986317998
2025-01,EMEA,Zurich,Client Onboarding,Execution-only,KRI_01,0.17721070352649299
2025-01,EMEA,Zurich,Client Onboarding,Lombard Lending,KRI_01,0.20605810838656502
2025-01,EMEA,Zurich,Client Onboarding,Structured Products,KRI_01,0.3163555836760519
2025-01,EMEA,Zurich,Compliance & Controls,Advisory,KRI_01,0.0
2025-01,EMEA,Zurich,Compliance & Controls,Discretionary,KRI_01,0.191131498470948
2025-01,EMEA,Zurich,Compliance & Controls,Execution-only,KRI_01,0.0
2025-01,EMEA,Zurich,Compliance & Controls,Lombard Lending,KRI_01,0.0
2025-01,EMEA,Zurich,Compliance & Controls,Structured Products,KRI_01,0.0
2025-01,EMEA,Zurich,Front Office,Advisory,KRI_01,0.03093676525182527
2025-01,EMEA,Zurich,Front Office,Discretionary,KRI_01,0.056384088410250624
2025-01,EMEA,Zurich,Front Office,Execution-only,KRI_01,0.02208187960959237
2025-01,EMEA,Zurich,Front Office,Lombard Lending,KRI_01,0.05119541289100497
2025-01,EMEA,Zurich,Front Office,Structured Products,KRI_01,0.0777665448324131
2025-01,EMEA,Zurich,Operations,Advisory,KRI_01,0.23070711731456917
2025-01,EMEA,Zurich,Operations,Discretionary,KRI_01,0.177847335846909
2025-01,EMEA,Zurich,Operations,Execution-only,KRI_01,0.2747479187845152
2025-01,EMEA,Zurich,Operations,Lombard Lending,KRI_01,0.12847690627609687
2025-01,EMEA,Zurich,Operations,Structured Products,KRI_01,0.28982706984832385
2025-02,APAC,Hong Kong,Client Onboarding,Advisory,KRI_01,0.0
2025-02,APAC,Hong Kong,Client Onboarding,Discretionary,KRI_01,0.0
2025-02,APAC,Hong Kong,Client Onboarding,Execution-only,KRI_01,0.17491691446562882
2025-02,APAC,Hong Kong,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-02,APAC,Hong Kong,Client Onboarding,Structured Products,KRI_01,0.0
2025-02,APAC,Hong Kong,Compliance & Controls,Advisory,KRI_01,0.0
2025-02,APAC,Hong Kong,Compliance & Controls,Discretionary,KRI_01,0.0
2025-02,APAC,Hong Kong,Compliance & Controls,Execution-only,KRI_01,0.0
2025-02,APAC,Hong Kong,Compliance & Controls,Lombard Lending,KRI_01,0.0
2025-02,APAC,Hong Kong,Compliance & Controls,Structured Products,KRI_01,0.0
2025-02,APAC,Hong Kong,Front Office,Advisory,KRI_01,0.0
2025-02,APAC,Hong Kong,Front Office,Discretionary,KRI_01,0.11068681166638994
2025-02,APAC,Hong Kong,Front Office,Execution-only,KRI_01,0.08716495968620615
2025-02,APAC,Hong Kong,Front Office,Lombard Lending,KRI_01,0.0
2025-02,APAC,Hong Kong,Front Office,Structured Products,KRI_01,0.0
2025-02,APAC,Hong Kong,Operations,Advisory,KRI_01,0.07702380035430947
2025-02,APAC,Hong Kong,Operations,Discretionary,KRI_01,0.06913716814159292
2025-02,APAC,Hong Kong,Operations,Execution-only,KRI_01,0.10881984874041024
2025-02,APAC,Hong Kong,Operations,Lombard Lending,KRI_01,0.12597631645250695
2025-02,APAC,Hong Kong,Operations,Structured Products,KRI_01,0.7640878701050621
2025-02,APAC,Singapore,Client Onboarding,Advisory,KRI_01,0.22163120567375885
2025-02,APAC,Singapore,Client Onboarding,Discretionary,KRI_01,0.0
2025-02,APAC,Singapore,Client Onboarding,Execution-only,KRI_01,0.0
2025-02,APAC,Singapore,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-02,APAC,Singapore,Client Onboarding,Structured Products,KRI_01,0.0
2025-02,APAC,Singapore,Compliance & Controls,Advisory,KRI_01,0.0
2025-02,APAC,Singapore,Compliance & Controls,Discretionary,KRI_01,0.0
2025-02,APAC,Singapore,Compliance & Controls,Execution-only,KRI_01,0.0
2025-02,APAC,Singapore,Compliance & Controls,Lombard Lending,KRI_01,0.0
2025-02,APAC,Singapore,Compliance & Controls,Structured Products,KRI_01,0.0
2025-02,APAC,Singapore,Front Office,Advisory,KRI_01,0.0559190292456523
2025-02,APAC,Singapore,Front Office,Discretionary,KRI_01,0.10190044326692821
2025-02,APAC,Singapore,Front Office,Execution-only,KRI_01,0.08116224332440548
2025-02,APAC,Singapore,Front Office,Lombard Lending,KRI_01,0.09379983116030391
2025-02,APAC,Singapore,Front Office,Structured Products,KRI_01,0.14182385477237272
2025-02,APAC,Singapore,Operations,Advisory,KRI_01,0.21252479455936527
2025-02,APAC,Singapore,Operations,Discretionary,KRI_01,0.3803245436105477
2025-02,APAC,Singapore,Operations,Execution-only,KRI_01,0.2007226013649137
2025-02,APAC,Singapore,Operations,Lombard Lending,KRI_01,0.23537719195010004
2025-02,APAC,Singapore,Operations,Structured Products,KRI_01,0.17658484901995408
2025-02,Americas,New York,Client Onboarding,Advisory,KRI_01,0.0
2025-02,Americas,New York,Client Onboarding,Discretionary,KRI_01,0.3325573661456601
2025-02,Americas,New York,Client Onboarding,Execution-only,KRI_01,0.0
2025-02,Americas,New York,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-02,Americas,New York,Client Onboarding,Structured Products,KRI_01,0.4670714619336758
2025-02,Americas,New York,Compliance & Controls,Advisory,KRI_01,0.0
2025-02,Americas,New York,Compliance & Controls,Discretionary,KRI_01,0.8119079837618403
2025-02,Americas,New York,Compliance & Controls,Execution-only,KRI_01,0.21607605877268798
2025-02,Americas,New York,Compliance & Controls,Lombard Lending,KRI_01,0.0
2025-02,Americas,New York,Compliance & Controls,Structured Products,KRI_01,0.7686395080707148
2025-02,Americas,New York,Front Office,Advisory,KRI_01,0.0926912916531492
2025-02,Americas,New York,Front Office,Discretionary,KRI_01,0.04159733777038269
2025-02,Americas,New York,Front Office,Execution-only,KRI_01,0.06473539407671144
2025-02,Americas,New York,Front Office,Lombard Lending,KRI_01,0.07601672367920942
2025-02,Americas,New York,Front Office,Structured Products,KRI_01,0.0
2025-02,Americas,New York,Operations,Advisory,KRI_01,0.2290294875465216
2025-02,Americas,New York,Operations,Discretionary,KRI_01,0.15516706320471707
2025-02,Americas,New York,Operations,Execution-only,KRI_01,0.16458196181698484
2025-02,Americas,New York,Operations,Lombard Lending,KRI_01,0.28382213812677387
2025-02,Americas,New York,Operations,Structured Products,KRI_01,0.43591979075850046
2025-02,EMEA,Geneva,Client Onboarding,Advisory,KRI_01,0.0
2025-02,EMEA,Geneva,Client Onboarding,Discretionary,KRI_01,0.0
2025-02,EMEA,Geneva,Client Onboarding,Execution-only,KRI_01,0.2940311673037342
2025-02,EMEA,Geneva,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-02,EMEA,Geneva,Client Onboarding,Structured Products,KRI_01,1.0111223458038423
2025-02,EMEA,Geneva,Compliance & Controls,Advisory,KRI_01,0.0
2025-02,EMEA,Geneva,Compliance & Controls,Discretionary,KRI_01,0.0
2025-02,EMEA,Geneva,Compliance & Controls,Execution-only,KRI_01,0.0
2025-02,EMEA,Geneva,Compliance & Controls,Lombard Lending,KRI_01,0.0
2025-02,EMEA,Geneva,Compliance & Controls,Structured Products,KRI_01,0.8802816901408451
2025-02,EMEA,Geneva,Front Office,Advisory,KRI_01,0.15630698692231543
2025-02,EMEA,Geneva,Front Office,Discretionary,KRI_01,0.0
2025-02,EMEA,Geneva,Front Office,Execution-only,KRI_01,0.07414547341884778
2025-02,EMEA,Geneva,Front Office,Lombard Lending,KRI_01,0.0
2025-02,EMEA,Geneva,Front Office,Structured Products,KRI_01,0.0
2025-02,EMEA,Geneva,Operations,Advisory,KRI_01,0.45967953769372205
2025-02,EMEA,Geneva,Operations,Discretionary,KRI_01,0.23632281696797824
2025-02,EMEA,Geneva,Operations,Execution-only,KRI_01,0.09351912466099317
2025-02,EMEA,Geneva,Operations,Lombard Lending,KRI_01,0.1079447322970639
2025-02,EMEA,Geneva,Operations,Structured Products,KRI_01,0.16396130513198887
2025-02,EMEA,London,Client Onboarding,Advisory,KRI_01,0.0
2025-02,EMEA,London,Client Onboarding,Discretionary,KRI_01,0.14779781259237365
2025-02,EMEA,London,Client Onboarding,Execution-only,KRI_01,0.11494252873563218
2025-02,EMEA,London,Client Onboarding,Lombard Lending,KRI_01,0.27240533914464726
2025-02,EMEA,London,Client Onboarding,Structured Products,KRI_01,0.39888312724371755
2025-02,EMEA,London,Compliance & Controls,Advisory,KRI_01,0.5166623611469905
2025-02,EMEA,London,Compliance & Controls,Discretionary,KRI_01,0.2466091245376079
2025-02,EMEA,London,Compliance & Controls,Execution-only,KRI_01,0.18982536066818528
2025-02,EMEA,London,Compliance & Controls,Lombard Lending,KRI_01,0.4450378282153983
2025-02,EMEA,London,Compliance & Controls,Structured Products,KRI_01,0.6605019815059445
2025-02,EMEA,London,Front Office,Advisory,KRI_01,0.041098142363965154
2025-02,EMEA,London,Front Office,Discretionary,KRI_01,0.03692216806970905
2025-02,EMEA,London,Front Office,Execution-only,KRI_01,0.0
2025-02,EMEA,London,Front Office,Lombard Lending,KRI_01,0.13475272874275704
2025-02,EMEA,London,Front Office,Structured Products,KRI_01,0.0
2025-02,EMEA,London,Operations,Advisory,KRI_01,0.25440113971710593
2025-02,EMEA,London,Operations,Discretionary,KRI_01,0.04625346901017576
2025-02,EMEA,London,Operations,Execution-only,KRI_01,0.1443522194153735
2025-02,EMEA,London,Operations,Lombard Lending,KRI_01,0.33829499323410017
2025-02,EMEA,London,Operations,Structured Products,KRI_01,0.0
2025-02,EMEA,Zurich,Client Onboarding,Advisory,KRI_01,0.0
2025-02,EMEA,Zurich,Client Onboarding,Discretionary,KRI_01,0.0
2025-02,EMEA,Zurich,Client Onboarding,Execution-only,KRI_01,0.28511689792815054
2025-02,EMEA,Zurich,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-02,EMEA,Zurich,Client Onboarding,Structured Products,KRI_01,0.0
2025-02,EMEA,Zurich,Compliance & Controls,Advisory,KRI_01,0.0
2025-02,EMEA,Zurich,Compliance & Controls,Discretionary,KRI_01,0.20100502512562815
2025-02,EMEA,Zurich,Compliance & Controls,Execution-only,KRI_01,0.0
2025-02,EMEA,Zurich,Compliance & Controls,Lombard Lending,KRI_01,0.0
2025-02,EMEA,Zurich,Compliance & Controls,Structured Products,KRI_01,0.0
2025-02,EMEA,Zurich,Front Office,Advisory,KRI_01,0.03302073702285035
2025-02,EMEA,Zurich,Front Office,Discretionary,KRI_01,0.029905200514369446
2025-02,EMEA,Zurich,Front Office,Execution-only,KRI_01,0.09428625306430322
2025-02,EMEA,Zurich,Front Office,Lombard Lending,KRI_01,0.0
2025-02,EMEA,Zurich,Front Office,Structured Products,KRI_01,0.0
2025-02,EMEA,Zurich,Operations,Advisory,KRI_01,0.28831500473660365
2025-02,EMEA,Zurich,Operations,Discretionary,KRI_01,0.15299877600979192
2025-02,EMEA,Zurich,Operations,Execution-only,KRI_01,0.23721978412999645
2025-02,EMEA,Zurich,Operations,Lombard Lending,KRI_01,0.0699154023631406
2025-02,EMEA,Zurich,Operations,Structured Products,KRI_01,0.3078185922429715
2025-03,APAC,Hong Kong,Client Onboarding,Advisory,KRI_01,0.0
2025-03,APAC,Hong Kong,Client Onboarding,Discretionary,KRI_01,0.5784805244890089
2025-03,APAC,Hong Kong,Client Onboarding,Execution-only,KRI_01,0.15460729746444032
2025-03,APAC,Hong Kong,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-03,APAC,Hong Kong,Client Onboarding,Structured Products,KRI_01,1.122334455667789
2025-03,APAC,Hong Kong,Compliance & Controls,Advisory,KRI_01,0.0
2025-03,APAC,Hong Kong,Compliance & Controls,Discretionary,KRI_01,0.0
2025-03,APAC,Hong Kong,Compliance & Controls,Execution-only,KRI_01,0.0
2025-03,APAC,Hong Kong,Compliance & Controls,Lombard Lending,KRI_01,0.0
2025-03,APAC,Hong Kong,Compliance & Controls,Structured Products,KRI_01,0.0
2025-03,APAC,Hong Kong,Front Office,Advisory,KRI_01,0.054543471146503764
2025-03,APAC,Hong Kong,Front Office,Discretionary,KRI_01,0.04912797838368951
2025-03,APAC,Hong Kong,Front Office,Execution-only,KRI_01,0.07692603561675448
2025-03,APAC,Hong Kong,Front Office,Lombard Lending,KRI_01,0.0
2025-03,APAC,Hong Kong,Front Office,Structured Products,KRI_01,0.0
2025-03,APAC,Hong Kong,Operations,Advisory,KRI_01,0.40328001075413367
2025-03,APAC,Hong Kong,Operations,Discretionary,KRI_01,0.3074085459575776
2025-03,APAC,Hong Kong,Operations,Execution-only,KRI_01,0.39184952978056425
2025-03,APAC,Hong Kong,Operations,Lombard Lending,KRI_01,0.11229646266142616
2025-03,APAC,Hong Kong,Operations,Structured Products,KRI_01,0.33846674564224066
2025-03,APAC,Singapore,Client Onboarding,Advisory,KRI_01,0.19692792437967704
2025-03,APAC,Singapore,Client Onboarding,Discretionary,KRI_01,0.36900369003690037
2025-03,APAC,Singapore,Client Onboarding,Execution-only,KRI_01,0.2897291032884253
2025-03,APAC,Singapore,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-03,APAC,Singapore,Client Onboarding,Structured Products,KRI_01,0.0
2025-03,APAC,Singapore,Compliance & Controls,Advisory,KRI_01,0.0
2025-03,APAC,Singapore,Compliance & Controls,Discretionary,KRI_01,0.0
2025-03,APAC,Singapore,Compliance & Controls,Execution-only,KRI_01,0.0
2025-03,APAC,Singapore,Compliance & Controls,Lombard Lending,KRI_01,0.0
2025-03,APAC,Singapore,Compliance & Controls,Structured Products,KRI_01,0.8169934640522876
2025-03,APAC,Singapore,Front Office,Advisory,KRI_01,0.10034115994380895
2025-03,APAC,Singapore,Front Office,Discretionary,KRI_01,0.09073586788857636
2025-03,APAC,Singapore,Front Office,Execution-only,KRI_01,0.0
2025-03,APAC,Singapore,Front Office,Lombard Lending,KRI_01,0.0
2025-03,APAC,Singapore,Front Office,Structured Products,KRI_01,0.0
2025-03,APAC,Singapore,Operations,Advisory,KRI_01,0.18780518342306246
2025-03,APAC,Singapore,Operations,Discretionary,KRI_01,0.22632114971144054
2025-03,APAC,Singapore,Operations,Execution-only,KRI_01,0.22463833228502111
2025-03,APAC,Singapore,Operations,Lombard Lending,KRI_01,0.0
2025-03,APAC,Singapore,Operations,Structured Products,KRI_01,0.0
2025-03,Americas,New York,Client Onboarding,Advisory,KRI_01,0.0
2025-03,Americas,New York,Client Onboarding,Discretionary,KRI_01,0.4281432852861424
2025-03,Americas,New York,Client Onboarding,Execution-only,KRI_01,0.11559357299734135
2025-03,Americas,New York,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-03,Americas,New York,Client Onboarding,Structured Products,KRI_01,0.0
2025-03,Americas,New York,Compliance & Controls,Advisory,KRI_01,0.0
2025-03,Americas,New York,Compliance & Controls,Discretionary,KRI_01,0.4992511233150275
2025-03,Americas,New York,Compliance & Controls,Execution-only,KRI_01,0.0
2025-03,Americas,New York,Compliance & Controls,Lombard Lending,KRI_01,0.0
2025-03,Americas,New York,Compliance & Controls,Structured Products,KRI_01,0.0
2025-03,Americas,New York,Front Office,Advisory,KRI_01,0.0
2025-03,Americas,New York,Front Office,Discretionary,KRI_01,0.07404939094375948
2025-03,Americas,New York,Front Office,Execution-only,KRI_01,0.14655020810129551
2025-03,Americas,New York,Front Office,Lombard Lending,KRI_01,0.0
2025-03,Americas,New York,Front Office,Structured Products,KRI_01,0.20337604230221681
2025-03,Americas,New York,Operations,Advisory,KRI_01,0.20507562163547807
2025-03,Americas,New York,Operations,Discretionary,KRI_01,0.32640119369579407
2025-03,Americas,New York,Operations,Execution-only,KRI_01,0.18062931252483655
2025-03,Americas,New York,Operations,Lombard Lending,KRI_01,0.2590226213089276
2025-03,Americas,New York,Operations,Structured Products,KRI_01,0.37369207772795215
2025-03,EMEA,Geneva,Client Onboarding,Advisory,KRI_01,0.18758206715438003
2025-03,EMEA,Geneva,Client Onboarding,Discretionary,KRI_01,0.5102040816326531
2025-03,EMEA,Geneva,Client Onboarding,Execution-only,KRI_01,0.0
2025-03,EMEA,Geneva,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-03,EMEA,Geneva,Client Onboarding,Structured Products,KRI_01,0.0
2025-03,EMEA,Geneva,Compliance & Controls,Advisory,KRI_01,0.31123560535325245
2025-03,EMEA,Geneva,Compliance & Controls,Discretionary,KRI_01,0.0
2025-03,EMEA,Geneva,Compliance & Controls,Execution-only,KRI_01,0.0
2025-03,EMEA,Geneva,Compliance & Controls,Lombard Lending,KRI_01,0.0
2025-03,EMEA,Geneva,Compliance & Controls,Structured Products,KRI_01,0.0
2025-03,EMEA,Geneva,Front Office,Advisory,KRI_01,0.1883771310162946
2025-03,EMEA,Geneva,Front Office,Discretionary,KRI_01,0.08526239502067613
2025-03,EMEA,Geneva,Front Office,Execution-only,KRI_01,0.06662225183211193
2025-03,EMEA,Geneva,Front Office,Lombard Lending,KRI_01,0.0
2025-03,EMEA,Geneva,Front Office,Structured Products,KRI_01,0.34646033029218154
2025-03,EMEA,Geneva,Operations,Advisory,KRI_01,0.1738928819846974
2025-03,EMEA,Geneva,Operations,Discretionary,KRI_01,0.15856236786469344
2025-03,EMEA,Geneva,Operations,Execution-only,KRI_01,0.12645955401930617
2025-03,EMEA,Geneva,Operations,Lombard Lending,KRI_01,0.28868360277136257
2025-03,EMEA,Geneva,Operations,Structured Products,KRI_01,0.0
2025-03,EMEA,London,Client Onboarding,Advisory,KRI_01,0.2954209748892171
2025-03,EMEA,London,Client Onboarding,Discretionary,KRI_01,0.2646903123345686
2025-03,EMEA,London,Client Onboarding,Execution-only,KRI_01,0.10413412475268145
2025-03,EMEA,London,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-03,EMEA,London,Client Onboarding,Structured Products,KRI_01,0.36900369003690037
2025-03,EMEA,London,Compliance & Controls,Advisory,KRI_01,0.0
2025-03,EMEA,London,Compliance & Controls,Discretionary,KRI_01,0.0
2025-03,EMEA,London,Compliance & Controls,Execution-only,KRI_01,0.17322016282695307
2025-03,EMEA,London,Compliance & Controls,Lombard Lending,KRI_01,0.4032258064516129
2025-03,EMEA,London,Compliance & Controls,Structured Products,KRI_01,0.0
2025-03,EMEA,London,Front Office,Advisory,KRI_01,0.03595311713525563
2025-03,EMEA,London,Front Office,Discretionary,KRI_01,0.06618352692014957
2025-03,EMEA,London,Front Office,Execution-only,KRI_01,0.12872663611554502
2025-03,EMEA,London,Front Office,Lombard Lending,KRI_01,0.2355435166647038
2025-03,EMEA,London,Front Office,Structured Products,KRI_01,0.0
2025-03,EMEA,London,Operations,Advisory,KRI_01,0.13693002875530602
2025-03,EMEA,London,Operations,Discretionary,KRI_01,0.20483408439164277
2025-03,EMEA,London,Operations,Execution-only,KRI_01,0.16297793278790051
2025-03,EMEA,London,Operations,Lombard Lending,KRI_01,0.7431629013079667
2025-03,EMEA,London,Operations,Structured Products,KRI_01,0.2290950744558992
2025-03,EMEA,Zurich,Client Onboarding,Advisory,KRI_01,0.23573785950023574
2025-03,EMEA,Zurich,Client Onboarding,Discretionary,KRI_01,0.0
2025-03,EMEA,Zurich,Client Onboarding,Execution-only,KRI_01,0.2581755593803786
2025-03,EMEA,Zurich,Client Onboarding,Lombard Lending,KRI_01,0.0
2025-03,EMEA,Zurich,Client Onboarding,Structured Products,KRI_01,0.0
2025-03,EMEA,Zurich,Compliance & Controls,Advisory,KRI_01,0.0
2025-03,EMEA,Zurich,Compliance & Controls,Discretionary,KRI_01,0.3536067892503536
2025-03,EMEA,Zurich,Compliance & Controls,Execution-only,KRI_01,0.0
2025-03,EMEA,Zurich,Compliance & Controls,Lombard Lending,KRI_01,0.31938677738741617
2025-03,EMEA,Zurich,Compliance & Controls,Structured Products,KRI_01,0.9818360333824251
2025-03,EMEA,Zurich,Front Office,Advisory,KRI_01,0.05971040453799075
